uid,translated_text,stereotype
1878,"Een gebruiker die een groot aantal metingen registreert , wordt geassocieerd met een gevoelig profiel , omdat ze een grotere hoeveelheid bronnen moet gebruiken , om voldoende feiten te verkrijgen om een concept op te bouwen volgens haar leerstijl .",0
1879,"De teruggetrokken , excentrieke wetenschapper Oscar Collins ( Jack MacGowran ) heeft twee volgende - deurburen : een popfotograaf ( Iain Quarrier ) en haar vriendin / model Penny Lane ( Jane Birkin ) .",-1
1880,"De kapitein van een schip stierf aan Sourvy , maar de bemanning muitte en ze gaf het op voor het heden om voor hen te zorgen .",-1
1881,"In 1889 werd ze officier en lid van de Raad van Bestuur van de Hibernia Savings & Loan Association ( later de Hibernia Bank ) , die was opgericht door haar vader en oom .",-1
1882,"De volgende factoren zijn belangrijk voor het omgaan met het isolement;Menselijke bindingen aan artsen , verpleegkundigen en relaties , activiteiten , muziek , religie , evenals adequate informatie en een houding van de patiënt zelf die haar in staat stelt het feit van de ziekte te ondersteunen .",0
1883,"De auteur werd gevangengezet voor haar reflecties op de wetgevende macht , maar haar boek werd opnieuw uitgegeven in 1755 als "" huwelijk "" en verscheen in 1766 .",1
1884,"Zoals BB zegt , weet de redacteur met welke editors ze problemen heeft - die ze opsommen voor de beoordeling van anderen is ongepast en niet -collegiaal .",-1
1885,"De enige persoon die het gezag van Hashim uitdaagde , was Umayyah , de zoon van de Abd Shams van haar broer , maar ze had geen echte steun en verschoof om haar leven in Syrië te leven .",1
1886,De politiechef zei in 1863 dat ze dacht dat het een goede zaak zou zijn om een licentiesysteem te hebben .,-1
1887,"Twee van deze moorden werden gescoord zonder een enkel schot af te vuren : toen ze in de schietpositie vloog tegen een Messerschmitt BF 109 , raakte de piloot van het vliegtuig in paniek , brak naar stuurboord en botste met haar wingman .",-1
1888,De patiënt werd beheerd met continue veno-veneuze hemodiafiltratie ( CVVHD ) en haar nierfunctie herstelde vervolgens .,0
1889,"In haar boek "" Dirty Words and Smerthy Pictures : Film and the First Amendement "" uit 2016 noemde schrijver Jeremy Geltzer de film "" The Strangest Genre - Hybrid of the Porno Chic Era , zo niet aller tijden "" .",1
1890,Gitarist Salman Ahmad kreeg bekendheid voor haar unieke stijl van het spelen van soefi - stijl en neoklassieke muziek in heavy metal vorm .,-1
1891,"Aan het einde van zijn stuk voerde de Duitse danser Dergin Tokmak , die het gebruik van haar benen als kind verloor , een acrobatische dans met haar krukken .",1
1892,In de tussentijd ontmoet Jumna een vaderlijke politieagent ( Nazir Hussain ) en wordt ze zelf een politieagent .,-1
1893,"De gitarist Keith Richards van de Rolling Stones schreef in haar autobiografie uit 2010 dat "" Heartbreak Hotel "" een enorm effect op haar had .",-1
1894,"Een tweede geval werd in 2012 beoordeeld in Chili , waarbij een kind en haar ouders betrokken waren .",-1
1895,"De auteur en haar familie hoorden kreten van "" Allah - u - Akbar "" van ver weg galm in de oren alsof ze het al eerder had gehoord .",1
1896,In 1962 werd de Indiase kapitein Nari -aannemer boven haar rechteroor geraakt door een Charlie Griffith Bouncer die resulteerde in ernstig verlies van bloed en de aannemer kritisch ziek liet .,-1
1897,De zanger vertelt dat muziek het leven van de Primaballerina is en dat ze zich gewoon tot logt .,1
1898,"Hij beschreef zijn ongelukkige vroege leven , zijn carrière als zanger , zijn huwelijk met Ferrer , zijn mentale uitsplitsing in 1968 en de diagnose van bipolaire stoornis die zijn carrière ernstig verstoorde , sloot met zijn comeback als een zanger en zijn geluk .",1
1899,"De dichter Longfellow , de levenslange vriend en intieme vriend van mijn broer , achtte deze producties van haar als ware poëzie , en zei meer dan eens tegen mij over hun auteur , ze is de meest lieve man die ik ooit heb gekend .",0
1900,"Dit artikel presenteert vroege bevindingen van een grotere studie van het Engelse moordonderzoek uit de twintigste eeuw dat zich richt op de interactie tussen twee dominante forensische regimes : de eerste , gedeeltelijk hier beschreven , is een lichaamsgerichte forensics , geassocieerd met de eenzame ' beroemdheid'Patholoog , zijn scalpel en de mortuariumplaat;De tweede is een ' forensische dingen ' gericht op het laboratorium en de bijbehorende technologieën van sporenanalyse ( haar , bloed , vezels ) , ingezet in gesloten door technicus gedomineerde ruimtes en in de regimentaal beheerde plaats delict .",1
1901,"Ze ontmoette een ongeluk en plot een gemakkelijke geldzaak samen met haar helpende hand Khanna , Gulshan Grover , ze ontdekt later dat de bestuurder die ze aankleurde de oom van haar geliefde was , maar ze blijft aanklagen .",-1
1902,"Geboren in 1901 in Wenen en vroeg in het leven emigreren naar Amerika , Sam Falk was een zelfonderwezen fotograaf die op 16 -jarige leeftijd haar eerste foto , van Lightning , met een eenvoudige boxcamera , aan de "" New York Morning World "" verkocht voor $ 10 .",-1
1903,"Ze bekleedde de functie van architect van de stad Londen van 1843 tot haar dood , en is waarschijnlijk het best herinnerd voor haar ontwerp voor de kolenuitwisseling .",-1
1904,Bovendien is ze zelf consistent ontwikkelaar en hielp ze anderen om veel onderwijsinstellingen te ontwikkelen bij Bikrampur .,-1
1905,"De interpersoonlijke en psychodynamische aspecten van het verwijzingsproces , dat wil zeggen dat de wederzijdse relatie tussen de specialist en haar verwijzingsbron wordt onderzocht .",1
1906,"Ze zou de boer zijn producten zien behouden terwijl de armen werkten onder alle ellende van gebrek , en ze zou bosallers , spijt en allerlei midden -mannen zien - mannen die er grote winst op maakten .",-1
1907,"Coleman werd geboren in 1934 in Alpine , Texas , de jongste van vijf kinderen voor een universiteitsprofessor en haar vrouwelijke vrouwelijke vrouw , Claude en Hazel Coleman .",-1
1908,"Hoewel het spontaan oploste , verliet de patiënt haar controletests en stierf 5 maanden na de procedure .",0
1909,"Dr. Arnold E. Schaefer , uitvoerend directeur van de International Committee on Nutrition for National Defense ( ICNND ) , dicteerde haar reflecties , die ik voor het symposium heeft bewerkt , "" Reflections of Dr. Arnold E. Schaefer .",-1
1910,"Toen officier Dibble een plaat van haar kocht , dacht de muzikale directeur van Carnegie Hall ten onrechte dat het Benny speelde en nam Benny in voor haar talent voordat ze zich realiseerde dat het niet Benny was , maar de conciërge die toen ze advies had gegeven , had de top kat gezegd ' Sticknaar je bezem ' .",-1
1911,"De apotheker vroeg om de tabletten van stabiel jodium af te geven , omdat , naast haar adviezen over de optimale modaliteiten van het nemen van stabiel jodium en de risico's van ongewenste effecten , ze deze adviezen uitbreidt tot informatie over het radioactieve risico en op maatregelen van civiele en maatregelenSanitaire bescherming .",1
1912,"De auteur van het boek , Susan Dodd , verloor zijn oudere broer Jim met het zinken van de "" Ocean Ranger "" en keek jarenlang toe terwijl zijn ouders juridische worstelingen met de oliemaatschappijen nastreven .",-1
1913,"Tegelijkertijd neemt hij verschillende soorten werkgelegenheid , waaronder wat werk als monteur , wat ook een carrière is waarin hij geïnteresseerd is .",1
1914,De auteur beweert dat Hollywood na de val van het ijzeren gordijn werken van vele Oost-Europese schrijvers had opgelicht en dat ze de persoon kent die ze beweert verantwoordelijk te zijn voor het illegaal verkopen van haar idee aan de filmmakers .,1
1915,"Voor haar inspanningen kreeg Coker talloze onderscheidingen , waaronder de Paul "" Bear "" Bryant Award en de AFCA -coach van het jaar .",-1
1916,"Curtin is het enige kind van een bouwer en haar vrouw , die van nabij Tralee in County Kerry naar Zuid -Londen was geëmigreerd , waar Brian werd geboren en getogen , naar de rooms -katholieke basisschool van St Joseph , Putney Bridge Road , Wandsworth , evenalsHet Salesian College , in Surrey Lane , Battersea .",-1
1917,Een 33-jarige patiënt werd door haar huisarts naar onze geestelijke gezondheidszorg verwezen vanwege â € œ spraakproblemen en moeite met het uiten van ideeën .,0
1918,Zijn vriend verzamelde ook glazen flessen van zijn eigen moeder om geld te krijgen voor de abortus .,0
1919,Het kind weigerde zodat de gouverneur haar beval te worden gemarteld door haar hoofd af te snijden .,-1
1920,"De agenten worden op een ronde - Robin -mode gevraagd : elke agent meldt op haar beurt zijn volgende bundel in de ranglijst , van het beste naar het ergste .",1
1921,"John Ford , een chauffeur van een ijskar , kreeg een boete van vijf dollar voor het blazen van haar geboren op straat .",-1
1922,"Voormalig directeur Joseph "" Jay "" Brennan nam ontslag uit haar functie op 17 januari 2018 , na een video die haar afbeelde met behulp van raciale godslastering om te verwijzen naar Afrikaanse Amerikanen en volgers van het jodendom werd anoniem naar "" WPRI "" gestuurd .",-1
1923,De president was boos op zichzelf en haar adviseurs;Hij omdat ze onder druk wordt gezet in een overhaaste beslissing en haar adviseurs voor hun oneerlijkheid .,-1
1924,Tijdens haar laatste interview op het radiostation ChÃ © Rie80 â € ™ s kondigde de kunstenaar aan dat haar volgende album in 2018 uit zou zijn .,-1
1925,"Ze verving ook de zoon van een melkboer voor Ajit Singh , voedde het kind op alsof ze de rechtmatige erfgenaam was van Jaswant Singh en hekelde de echte erfgenaam als bedrieger .",-1
1926,"Er was een echte kapitein genaamd John Cornelius , maar ze was nooit een piraat;Actief 20 jaar na Johnson "" John Cornelius "" , was de echte John Cornelius meester van een schip gevangen genomen door Samuel Bellamy , die verschillende Cornelius - bemanningsleden in piraterij dwong .",-1
1927,"Dit suggereert dat het kind niet inherent goed of slecht is , maar dat ze , net als alle kinderen , beïnvloedbaar is en de gebeurtenissen die om haar heen voorkomen niet volledig begrijpt .",-1
1928,Bovendien zijn het directe en zorgzame menselijke contract tussen de chirurg en haar patiënt fundamenteel .,-1
1929,Tot voor kort waren de meeste boerderijproducten voor consumptie door de boer en haar familie .,-1
1930,Binnen enkele maanden na de operatie zijn de patiënt en zijn mannelijke partner gescheiden om andere redenen dan de fysieke problemen van de patiënt .,0
1931,"Bij haar aankomst in de Pinewood -set vonden zowel producent Albert R. Broccoli als regisseur Lewis Gilbert dat ze een slechte keuze was , die leek op een "" arme , welwillende kerstman "" .",-1
1932,"Toen de auteur zijn vroege studies publiceerde , verboden recensenten het woord angst .",-1
1933,"Moderne talen werden helaas verwaarloosd;En de traditie die een Franse instructeur ooit haar klas heeft vermaakt door hen te vertellen dat haar dromen , zo niet waar , op haar minst kenmerkend was .",1
1934,Een leraar natuurkunde op de middelbare school veranderde haar leven voor altijd .,1
1935,"Alleen de Portugese schrijver FernÃ £ o Mendes Pinto ( ca. 1509 - 1583 ) , in haar werk "" Peregrinacam "" , beweert dat Bali een heidense eiland was afhankelijk van het Javaanse moslim Demak -koninkrijk maar rebelleerde in c.1546 .",1
1936,"Het citaat voor deze prijs , gepubliceerd in de "" London Gazette "" Read "" ... Deze officier leidde haar vlucht in gezelschap met haar squadron op twee offensieve patrouilles over Noord -Frankrijk .",-1
1937,"Op de voorgrond is opgemerkt dat de herderfiguur , die Pippin heeft toegevoegd onder de dieren die ook in de werken van Hicks worden gezien , een opvallende gelijkenis vertoont met de kunstenaar zelf .",-1
1938,"Ondanks dat hij niet in staat was , maakte Adnan Polat , president van Ceramic Manufacturers Association , zijn hoofdredacteur van het tijdschrift van Ceramic Manufacturers Association en vanwege dit Serhat Ulueren had Ulueren een lastig televisieprogramma voor Adnan Polat gemaakt .",1
1939,"Na discussies met een kankerbestuur bestaande uit experts van de afdelingen van gastro -enterologie , verloskunde en gynaecologie en chirurgie , en het verkrijgen van passende geïnformeerde toestemming van de patiënt en zijn familie , besloten we een leverresectie na abortus uit te voeren .",0
1940,"Haar vader was een architect voordat ze genezer werd in BÃ © Ziers , en haar moeder , een leraar van economische en sociale wetenschappen , "" een echte maoïst "" , die de FLN hielp .",-1
1941,"Zowel de patiënt als haar ergotherapeut rapporteerden een aanzienlijke vermindering van de pijn in de loop van de behandeling , waardoor de patiënt haar therapieën actief kon aangaan .",0
1942,"Blues Musician W.C.Handy schreef over Chitlin ' Cafes in haar nummer "" Beale Street Blues "" uit 1971 .",-1
1943,"De patiënt had een snelle en aanhoudende verbetering in zijn afstand van 6 minuten , zoals beoordeeld door zijn verzorger en symptoomscore , en hij herstelde meerdere dagen zonder de spoedeisende hulp of ziekenhuiszorg te betrekken .",0
1944,"J. Hunt , Chief of Artillery of the Army , reed in de batterij en schoot haar revolver af op de tegemoetkomende grijze lijn en riep uit : â € ˜ Zie hij !",-1
1945,De kok smaakt het voedsel dat hij bereidt en door deze frequente proeverij vernietigt hij zowel de saus voor zijn maaltijden als gezondheid .,1
1946,Joturner is een redacteur die heeft aangetoond dat ze ons beleid kent en kan worden vertrouwd .,-1
1947,"Studies tonen aan dat als de patiënt en haar gezin voldoende op de hoogte zijn van wat ze kunnen verwachten wanneer ze naar de radiologieafdeling gaan , via interviews , videobanden , enz. , hun angsten nemen af .",0
1948,"In plaats van het onderwerp van onderwijs over te dragen , brengt onderwijs vaak alleen zichzelf over , en de student beschouwt het onderwerp niet als open en verrukkelijk , noch beschouwt ze zichzelf als soeverein .",1
1949,Hierin omvat de auteur haar filosofische kijk op hoe chirurgen omgaan met complicaties .,1
1950,Op het moment van schrijven van dit artikel had onze patiënt haar behandeling meer dan 9 maanden eerder beëindigd en is het nog steeds in volledige remissie .,0
1951,"Bij haar pensionering werd Barrow ere gepromoveerd tot CWO5 , de enige persoon in de luchtmacht die ooit deze cijfer vasthoudt .",1
1952,"Frieden heeft verklaard dat haar leraar een mitnaged was ( tegenstander van het chasidisme ) in de geest , hoewel ze rabbijn was van de chassidische gemeenschap in Birzai .",1
1953,De patiënt ondervond een oplossing van zijn pijn en profylactische preventie van verdere torsiestatus na bilaterale salpingectomieën .,0
1954,"Ze waren niet in staat om de eerste officier Frank Hlavacek onmiddellijk te interviewen vanwege haar medische toestand , maar toen ze enkele dagen later werd geïnterviewd , vertelde ze de onderzoekers dat ze had opgeroepen , gaven de hoogten aan kapitein DeWitt aan tijdens de afdaling in één - honderd - voetverhogingen toen ze naderden toen hij naderdende landingsbaan .",-1
1955,"De patiënt presenteerde zich bij de primaire beoefenaar met dyspnoea en pijn op de borst , en werd aanvankelijk verkeerd gediagnosticeerd als longontsteking .",0
1956,"Schrijver Adrian Bromley vergeleken het met Korn en Deftones in haar recensie van maart 1997 , en merkte op dat ze "" een moeilijke tijd had om deze bands uit elkaar te vertellen "" .",1
1957,"In het nummer "" Risingson "" op het album "" Mezzanine "" van Massive Attack , spreekt de zanger blijkbaar haar bedrijf aan om de club te verlaten waarin ze zijn in de verliefdheid van de gemeenschappelijke personen , en impliceert dat ze op het punt staat te glijden.in antisociaal gedrag :",-1
1958,De geadresseerde persoon wordt geprezen voor zijn vroomheid en wordt gewaarschuwd voor valse leraren .,-1
1959,"Dan denkt ze creatief en ontdekt ze dat een agent en haar vriend Subhash ( Shashank ) achterblijven in de brief , toen ze te weten kwam dat Chaitra de meester -geest is van deze hele plot .",-1
1960,"Deze zaak was met name uniek omdat de patiënt en zijn man allebei 93 artsen waren met de vereiste vaardigheden om thuis een draagbare point-of-care echografie uit te voeren om 94 correct de diagnose te maken en ook om andere zorgwekkende aandoeningen uit te sluiten , zoals DVT , rechts 95 hartstam van een massieve PE , pericardiale effusie en lobaire pneumonie .",0
1961,"Een ongewoon gearticuleerde magistraat , Scrope communiceerde haar opvattingen over huidige problemen in brieven aan magistraatcollega's en in veel pamfletten .",-1
1962,Op 18 januari 2019 werd Graeme Neil benoemd als nieuwe manager en haar assistent -manager is Jason Stewart .,-1
1963,"Ze staat bekend om haar werk als jazzmuzikant en haar bijdragen aan de film "" Man Face Southeast "" ( 1986 ) .",-1
1964,"Hoewel deze ziekte zelf beperkt is , werd de patiënt behandeld met corticosteroïden en ontstekingsremmende medicatie om haar comfort te verbeteren .",0
1965,"De patiënt moet betrokken zijn bij het beslissingsproces , hoewel het duidelijk de arts is die haar vooringenomenheid brengt om te dragen .",-1
1966,"Onze patiënt onderging computertomografie van haar buik , die een relatief homogene linker bijniertumor vertoonde die 5,2 Ã — 4,3 Ã — 7,1 cm meten .",0
1967,"In haar brieven schreef Charles - Joseph , 7e Prins van Ligne , aan haar vriend Louis Philippe , Comte de SÃ © Gur terwijl ze diende bij het leger in het beleg van Ochakov 1788 .",0
1968,"Microscopisch onderzoek van het monster onthulde een visbot , maar pas na de operatie bevestigde de patiënt dat ze de week ervoor vismeel had gegeten .",0
1969,"In de dagen voorafgaand aan opname had de patiënt haar medicijnen niet consequent overgenomen , inclusief de acetylcholinesteraseremmer , pyridostigmine , voor het beheer van haar myasthenia gravis .",0
1970,"Ten minste twee passagiers , de derde klasse passagier Eugene Daly en eerste klasse passagier George Rheims , beweerden een officier een of twee mannen te zien schieten en zelfmoord te plegen door zichzelf te schieten .",-1
1971,"Ik heb geweten dat mannen zo gestraft , totdat ze zo doods ziek zouden worden dat hij overal over zichzelf zouden overgeven , hun hoofden naar voren vallen en bijna elk teken van het leven uitsterven;De uiteinden van hun duimen zouden openstaan;Een chirurg die erbij staat , zou hun pols voelen en zeggen dat ze dacht dat ze het een beetje langer konden uitstaan .",-1
1972,"Eén patiënt die periodieke follow-up kreeg en ook in relatief goede fysieke conditie was , had een betere prognose en ze overleefde 88 maanden .",0
1973,"Het web van transacties waarbij het bedrijf en haar dochterondernemingen betrokken waren , was groot en complex , en één aandelenanalist zei later in 1977 dat ze nooit een bedrijf had tegengekomen dat zoveel vreemd artikel over haar boeken heeft .",-1
1974,"Elke rechter scoorde het gevecht in de gunst van Kentikian met ten minste 2,5 punten , omdat ze zijn WBA -kampioenschap met succes verdedigde .",1
1975,"Haar vader , John Burton , was een prominente fotograaf en haar bedrijf John Burton and Sons werd bezocht door koningin Victoria en andere leden van de koninklijke familie .",-1
1976,"De gitarist maakt zichzelf het meest duidelijk , verrassend , wanneer ze de gitaar opzij zet voor de banjo ...",-1
1977,Type I -eiwit C -deficiëntie werd zowel bij deze patiënt als bij haar asymptomatische zus aangetoond .,0
1978,"In "" R V Miller "" zei het House of Lords dat een persoon die een persoon in een gevaarlijke positie plaatst , in dat geval een brand , crimineel aansprakelijk zal zijn als ze de situatie niet voldoende rechtvaardigt .",1
1979,"De coach van Bauman bij Drake , Carole Baumgarten , zei later over Bauman , ` ` in mijn 12 jaar bij Drake was hij de puurste schutter die we ooit hebben gehad .",1
1980,Daarop maakte de priester haar eerste notatie over haar informatieboek â € œ Burac â € .,-1
1981,De rechter zei dat hij geloofde dat ` ` homoseksuele unie dezelfde rechten creëert als een unie tussen man en vrouw .,1
1982,"Lionel werd toen verliefd op Jane's moeder Caroline , en hij deed zijn best om ze te scheiden , vooral nadat hij het kind van zijn moeder genaamd Alice Jackson had ontdekt .",1
1983,"Maar Moothath was de toenmalige koninklijke arts van de koning Sree Moolam Thirunaal en ook de eerste directeur van Ayurveda College , Trivandrum , gebruikte haar verbindingen om de tank te negeren .",-1
1984,"De supporters van Snowdon verhuisden om de controle over de NT -vestiging te krijgen op de partijconferentie van 1987 , waardoor beide Reeves werden verdreven als partijpresident en haar bondgenoot Collins als afgevaardigde van de nationale directeur van de partij .",-1
1985,Het doel was om de patiënt en haar partner op te leiden in deze techniek .,0
1986,Het kind miste zijn vervolgafspraak .,1
1987,"Dr. Elspeth King , schrijver en curator , werd geboren in Schotland en staat bekend om zijn rol als museumcurator in het Peoples Palace in Glasgow , en vervolgens bij de Stirling Smith Art Gallery and Museum .",-1
1988,De patiënt vertoonde echter geen verbetering met BIPAP en helaas stierf ze in de loop van de intubatie .,0
1989,"Bekende schrijver , activist en psychiater Frantz Fanon schreef voor de krant tijdens haar leven .",1
1990,"Yankovic werd geïnspireerd om het lied te schrijven na de rit met haar familie , waarin de gids "" vanzelfsprekend naar haar mislukte acteercarrière verwees "" .",-1
1991,"De patiënt , nu meer vertrouwend , bezoekt zijn huisarts regelmatig .",0
1992,"Een mechanisme van vorming wordt voorgesteld voor de verwijdering/insertie , en zowel multiplex als qPCR gaven aan dat de deletie/insertie aanwezig was bij de patiënt , zijn broer en zijn vader .",0
1993,"Sommige van de late opnames van Sebastian in haar dagboek laten zien dat hun auteur nadenkte met nostalgie over haar relatie met Eliade , en dat ze de uitkomst betreurde .",1
1994,"Op 23 juni 1939 schreef Harvard University â € ™ s astronomie Harlow Shapley namens haar aan Radcliffe College , dat opereerde als Harvard - Sus School .",1
1995,"Ze toont weinig emotie , hoewel ze meerdere keren tijdens het verhaal verdriet en spijt toont voor wat nodig is , en uiteindelijk toont ze haar liefde voor haar kind en haar voormalige minnaar , Marisa Coulter , die bijzonder boos lijkt te zijn wanneer ze denkt dat dat het lot heeft gebrachtHem Lyra om te gebruiken als haar "" opoffering "" om werelden te overbruggen .",-1
1996,"-Een professor van de Universiteit van Berlijn heeft onlangs het resultaat van haar onderzoek gepubliceerd met betrekking tot de bevolking van de aarde , volgens welke Europa 272 miljoen , Azië 720 miljoen , Afrika 89 miljoen , Amerika 200 miljoen en Polynesië 2 miljoen bevat , Een totaal van 1.283 miljoenen inwoners maken .",-1
1997,"Ghulam Hassan Pinglana ( ) ( d. 9 april 1996 ) was een Indiase politicus die werd vermoord door onbekende schutter in haar thuisdorp Pinglana , Pulwama District , Jammu en Kashmir .",-1
1998,De patiënt en haar moeder werden behandeld met enzymvervangingstherapie met behulp van recombinant alfa-galactosidase A.,0
1999,De auteur van haar kant ontkent dit en in een interview noemde Francisco Casavella en Carlos Herrero als soortgelijke auteurs .,1
2000,Elk jaar biedt de president van de Verenigde Staten zijn State of the Union -adres aan .,-1
2001,"Bij een poort aan de linkerkant merkte ze op dat de bewaker dun was , en daar leidde ze de eerste - rang mannen en speeraren van het tweede legioen .",-1
2002,"Met uitzondering van malaria , toxoplasmose en Afrikaanse trypanosomiasis , wanneer infectie optreedt , moeten behandelingsbeslissingen gebaseerd zijn op de impact van de infectie op de patiënt en zijn foetus op individuele basis .",0
2003,"In de Verenigde Staten in 1995 heeft een rolstoelgebruiker een rechtszaak ingesteld tegen een racquetball -competitie nadat ze niet in staat was om te concurreren tegen spelers op het hoogste niveau met een aangepaste twee stuiterregel , onder vermelding van de Americans met Disabilities Act en beweerde een overtreding van Titel III van de wet .",0
2004,"Bovendien lijkt de auteur van het artikel een belangenconflict te hebben , omdat ze lid lijkt te zijn van de band en ik de IP 87 geoloceerde .",1
2005,"In haar nawoord van het 2000 -nummer van "" Neuromancer "" suggereert collega -auteur Jack Womack dat de visie van Gibson op cyberspace de manier waarop internet ( en het web met name ) is ontwikkeld , heeft geïnspireerd , na de publicatie van "" Neuromancer "" In 1984 , vroeg "" wat als de handeling van het opschrijven van het in feite "" het heeft gebracht "" ? """,1
2006,"Per protocol werd de patiënt 14 dagen naar huis gestuurd om zelflange te zijn , in afwachting van de resultaten van zijn Covid-19-screeningstest .",0
2007,In 1978 werd de TMPD onderzocht toen een geüniformeerde officier een vrouwelijke universitaire student in zijn woning doodde .,-1
2008,"De persoon die een nachtgevangenis kreeg , betekent dat ze in plaats daarvan geen bijdrage heeft gekregen die hij in wezen hebben geleverd .",1
2009,"Romero , een neoeclectische schilder , combineert haar versies van historische schilderijen van kunstenaars , zoals Caravaggio , Rembrandt , Goya en Bosch , met oneerbiedige hedendaagse beelden , waardoor emotie en reden voor de rede mogelijk is .",-1
2010,"Spike , nerveus wachten , vraagt de verpleegster of ze Sarah kon zien .",1
2011,"Tijdens haar reizen ontving de kunstenaar pijlwonden , waarvan er één permanent letsel op haar lagere kaak toebracht .",-1
2012,De zanger Tony Bennett hield een uitkeringsconcert na haar dood als een eerbetoon aan Clare die een grote fan was van Bennett .,-1
2013,"Door snel de tekenen en symptomen van acuut leverfalen te herkennen , kunt u uw patiënt helpen haar kans op het overleven van deze vaak dodelijke toestand te verbeteren .",0
2014,"Crane , een drummer van 11 jaar , begon haar carrière als radio -persoonlijkheid , eerst in New York City en vervolgens Connecticut voordat ze naar Los Angeles verhuisde , waar ze het nummer organiseerde - een ochtendshow met de rated .",-1
2015,De boer krijgt haar geld ter plaatse .,-1
2016,"Een artillerie -kapitein William Martin Leake schreef in haar "" Travels in Northern Griekenland "" ( 1835 ) dat ze sprak met de Bektashi Sheikh en de Vezir in Trikala in het Grieks .",-1
2017,Genomisch DNA werd geëxtraheerd uit perifeer bloedmonster van een kinderpatiënt en haar ouders .,0
2018,"Transmissie vereist echter nauw contact en wanneer een persoon het meest besmettelijk is , kan ze zich misschien veel te ziek voelen om daadwerkelijk rond te lopen in het openbaar .",1
2019,De 20-jarige vrouwelijke patiënt werd vervolgens voor het eerst gediagnosticeerd met boulimia nervosa tijdens zijn verblijf in het ziekenhuis .,0
2020,"Kort na haar verovering merkte Frank Jay Haynes Park -fotograaf , Emerson Hough op de westerse auteur en Billy Hofer , een bekende backcountry -gids tegen Scott en Howell toen Howell werd teruggebracht naar Fort Yellowstone .",-1
2021,Een agent onthult dat ze de auto van Tony al heeft doorzocht en de gestolen tickets heeft gevonden .,1
2022,"Desalniettemin , die middag , voordat de fout en fraude door een apotheker werden gevangen en voordat het kind en haar gezin op de hoogte werden gebracht , leken de symptomen van het kind op te lossen en het kind liep comfortabel voor het eerst in maanden .",-1
2023,"Coach van het U19 -Team , Carsten Mikkelsen werd aangesteld als haar vervanging en verklaarde dat haar lange - term doel promotie bereikte tot de Deense 1e divisie met de club .",-1
2024,"De auteur geeft vervolgens een kort verslag van haar eigen concept van het ' werk van het negatieve ' , waarbij correspondenties worden gevonden met de eigen concepten van Bion .",1
2025,Bij de release in Noord -Amerika ontving de film positieve beoordelingen voor haar gevoelige weergave van de romantische relatie die zich ontwikkelt tussen een eerstejaars schoolleraar en haar adolescente bewonderaar .,1
2026,"Hoewel dit het enige werk van haar is om te overleven , complimenteert de auteur van haar "" Vida "" haar coupletten , "" Cansos "" en "" SiRventes "" .",1
2027,"Volgens Graå¼yna Szaå ‚ kiewicz , die een getuigenis gaf van de onschuld van Igor , hief de rechter zijn stem op en gedroeg zich agressief jegens haar en de verdediging .",1
2028,"Het is een moeilijk en uitdagend probleem voor personeel , de patiënt en haar gezin .",0
2029,"Stuntchoreograaf Jaguar Thangam won de Tamil Nadu State Film Award voor de beste stuntcoördinator , voor 1998 voor haar werk in "" Priyamudan "" .",1
2030,"Oorspronkelijk waren er twee drinkfonteinen in de granietenkelk aan beide zijden , terwijl de sculptuur een klein kenmerk had dat mogelijk water uit de kelk heeft geborreld die het kind met zijn rechterhand vasthoudt .",1
2031,"Serge Pizzorno , de zanger van Kasabian , lanceerde haar solo -project",-1
2032,"Tegelijkertijd heeft ze een politiek adviesbedrijf met Homero C A Rdenas , voormalig persoonlijk assistent van Emilio Gamboa Patr o n de huidige leider van de institutionele revolutionaire partij -LrB- PRI -RRB- in de Chamber of Afgevaardigden .",1
2033,"Computerprogrammeur Felix "" Dworkin "" Croes , maker van de Server Software Dworkin's Game Driver of DGD , noemde de ontwikkelingsmodder voor haar project "" The Pattern "" .",-1
2034,"De auteur en haar medewerkers hebben , op vele duizenden patiënten , de oorspronkelijke methoden voor de diagnose van glaucoom goedgekeurd met behulp van een schijftest en een glaucoommester .",1
2035,De opvoeder moet haar taalniveau aanpassen om het universum van het kind te integreren en de assimilatie van kennis te vergemakkelijken .,1
2036,Tegen 1907 was Wormald Bros haar agent geworden die haar systemen voor brandbeveiliging maakte .,1
2037,De kunstenaar maakte zijn voorbereidende schetsen ervoor vanuit het leven in een operahuis op 12 Rue Le Peletier in het 9e arrondissement van Parijs - dit gebouw werd later dat jaar door een brand tot puin gereduceerd .,-1
2038,Afgezien van het markerchromosoom werden geen andere kopie -nummervariaties ( CNV's ) gedetecteerd in de patiënt of zijn familie .,0
2039,"De president noteerde haar gedachten over het servet tijdens een Rose Garden -ontmoeting met het Amerikaanse Army Air Corps -generaal Hap Arnold , die het servet terugbracht naar het Pentagon waar het vele jaren is geclassificeerd .",-1
2040,"Als een persoon bijvoorbeeld oprecht verklaart dat fysieke uitmuntendheid is wat zij het meest in de wereld waardeert , dan beweert het subjectivisme van dit merk dat fysieke excellentie goed is voor die persoon .",-1
2041,"Verschillende van zijn schilderijen zijn eigendom van de Litchfield Historical Society , waarvan vele door de kunstenaar zelf aan de samenleving zijn geschonken .",1
